chromosome	start	end	celltypes
chr1	216840000	216880000	GM12878, H1, MSC
chr1	216880000	216920000	IMR90, LI
chr1	216960000	217000000	MES
chr1	217960000	218000000	SB
chr1	218360000	218400000	CO, GM12878, HC, LV
chr1	218400000	218440000	AD, AO, BL, H1, IMR90, LG, LI, MES, MSC, NPC, OV, PA, PO, RV, SB, SX, TRO
chr1	21880000	21920000	GM12878
chr1	21920000	21960000	AO, MSC
chr1	21960000	22000000	H1
chr1	22000000	22040000	AD, IMR90, MES, TRO
chr1	220000000	220040000	SB
chr1	220040000	220080000	H1
chr1	220080000	220120000	AO, GM12878, LI, NPC, SX
chr1	220120000	220160000	PA, TRO
chr1	220160000	220200000	BL, IMR90, LG, OV
chr1	220200000	220240000	AD, LV, MES, MSC, PO, RV
chr1	220240000	220280000	CO, HC
chr1	220360000	220400000	LI
chr1	22040000	22080000	OV
chr1	220840000	220880000	PA
chr1	220880000	220920000	BL, LG, LV, OV, PO, RV, SX
chr1	220920000	220960000	AD, AO, GM12878, IMR90, MES, MSC
chr1	220960000	221000000	CO, HC, NPC
chr1	221000000	221040000	H1, TRO
chr1	221080000	221120000	SB
chr1	221400000	221440000	SX
chr1	221440000	221480000	GM12878, PO
chr1	221600000	221640000	LV, RV
chr1	222720000	222760000	SB
chr1	22280000	22320000	TRO
chr1	222800000	222840000	H1, LG, LV, MES, NPC, PA, PO, RV, SX, TRO
chr1	222840000	222880000	AD, AO, BL, HC, IMR90, MSC, OV
chr1	222880000	222920000	CO, LI
chr1	22320000	22360000	AD, H1, OV
chr1	223240000	223280000	NPC, OV, TRO
chr1	223280000	223320000	H1, MSC
chr1	223320000	223360000	AO, LG, LV, MES, PA, RV
chr1	223360000	223400000	AD, BL, LI
chr1	223480000	223520000	CO
chr1	22360000	22400000	AO, BL, LI, MES, NPC
chr1	223880000	223920000	GM12878, PO, SX
chr1	223920000	223960000	IMR90
chr1	223960000	224000000	CO, NPC
chr1	22400000	22440000	CO, GM12878, HC, LG, LV, PA, RV, SB, SX
chr1	224000000	224040000	AO, H1, HC, LI, MSC
chr1	224040000	224080000	AD, TRO
chr1	224240000	224280000	SX
chr1	224280000	224320000	BL, LI, MES
chr1	22440000	22480000	PO
chr1	224400000	224440000	OV
chr1	224560000	224600000	AD, CO, HC, TRO
chr1	224600000	224640000	BL, IMR90, LI, NPC, PA
chr1	224640000	224680000	GM12878, LG, LV, PO, RV, SB
chr1	224680000	224720000	AO, SX
chr1	225200000	225240000	GM12878
chr1	225480000	225520000	SX
chr1	225520000	225560000	CO, HC, LG, LI, LV, NPC, PA, RV
chr1	225560000	225600000	AO, BL, GM12878, IMR90, MSC, OV, PO, SB, TRO
chr1	225600000	225640000	AD, H1, MES
chr1	226160000	226200000	GM12878
chr1	226200000	226240000	AO, SB
chr1	226280000	226320000	HC, MES, OV, PO, TRO
chr1	226320000	226360000	BL, CO, H1, LG, RV, SX
chr1	226360000	226400000	AD, LV, MSC, PA
chr1	226400000	226440000	IMR90
chr1	226480000	226520000	NPC
chr1	226560000	226600000	LI, SX
chr1	226640000	226680000	GM12878
chr1	227080000	227120000	SB
chr1	227120000	227160000	GM12878
chr1	227160000	227200000	SX
chr1	227760000	227800000	SB
chr1	227840000	227880000	SX
chr1	22800000	22840000	CO, MES
chr1	228280000	228320000	SX
chr1	228320000	228360000	GM12878
chr1	228640000	228680000	GM12878
chr1	228680000	228720000	AO, CO, H1, HC, LV, MES, NPC, OV, RV, SB, TRO
chr1	228720000	228760000	AD, BL, IMR90, LG, LI, MSC, PA, PO, SX
chr1	229320000	229360000	AO, LI, RV
chr1	229360000	229400000	AD, CO, HC, LG, LV, PO
chr1	229400000	229440000	PA, SX
chr1	22960000	23000000	MES
chr1	229600000	229640000	AO
chr1	229640000	229680000	GM12878, OV, SB, TRO
chr1	229680000	229720000	BL, H1, IMR90, MES, MSC, NPC
chr1	230560000	230600000	OV
chr1	230640000	230680000	AO, BL, SB
chr1	230680000	230720000	GM12878, LG, PO, RV, TRO
chr1	230720000	230760000	IMR90
chr1	230760000	230800000	LV, MES, MSC, SX
chr1	230800000	230840000	AD, H1, NPC
chr1	230840000	230880000	PA
chr1	230920000	230960000	HC
chr1	231360000	231400000	LV
chr1	231400000	231440000	AO, GM12878, RV
chr1	231440000	231480000	AD, BL, CO, H1, IMR90, LG, MES, MSC, NPC, OV, PO, SX
chr1	231480000	231520000	HC, LI, TRO
chr1	231720000	231760000	IMR90, NPC
chr1	231760000	231800000	MES
chr1	231800000	231840000	AD, AO, BL, CO, H1, LG, LV, PA, RV
chr1	231840000	231880000	HC, LI, PO, SB, TRO
chr1	231880000	231920000	SX
chr1	231920000	231960000	GM12878
chr1	23240000	23280000	GM12878, H1
chr1	232680000	232720000	GM12878
chr1	232720000	232760000	MES
chr1	23280000	23320000	IMR90, LI, LV, MSC, NPC, OV, PO, RV, SX
chr1	23320000	23360000	BL, HC, TRO
chr1	233320000	233360000	GM12878, H1
chr1	233400000	233440000	AD, CO, LI, MES, NPC
chr1	233440000	233480000	AO, BL, HC, LV, OV, PA, RV, SB, TRO
chr1	233480000	233520000	IMR90, LG, MSC, PO, SX
chr1	234320000	234360000	GM12878
chr1	234440000	234480000	SX
chr1	234480000	234520000	LG, LV, PO
chr1	234520000	234560000	AO, BL, CO, HC, IMR90, LI, MSC, NPC, OV, PA, RV, SB
chr1	234560000	234600000	AD, H1, TRO
chr1	234600000	234640000	MES
chr1	235320000	235360000	H1, MES, MSC
chr1	235360000	235400000	IMR90
chr1	23560000	23600000	SX
chr1	235680000	235720000	AO, CO, IMR90, LG, LV, MES, MSC, PO
chr1	235720000	235760000	PA, RV, SB, SX
chr1	235760000	235800000	HC
chr1	23600000	23640000	PA
chr1	236080000	236120000	CO
chr1	236120000	236160000	AD, HC, LV, SB, TRO
chr1	236160000	236200000	H1, MES, NPC, OV, RV
chr1	236200000	236240000	BL, GM12878, LG, LI, MSC, SX
chr1	236240000	236280000	IMR90
chr1	236600000	236640000	BL
chr1	236640000	236680000	LG, NPC
chr1	236680000	236720000	CO, H1, HC, LI, MES
chr1	236720000	236760000	AO, SB
chr1	236760000	236800000	PA
chr1	23680000	23720000	AO, GM12878, LI
chr1	237120000	237160000	SX
chr1	237160000	237200000	GM12878, PO
chr1	237640000	237680000	SB
chr1	237720000	237760000	LI
chr1	237760000	237800000	AD, IMR90, LV, RV
chr1	237800000	237840000	SX
chr1	237840000	237880000	BL, GM12878, H1, MSC, NPC, OV, PA
chr1	237880000	237920000	AO, CO, HC, LG, MES
chr1	237920000	237960000	TRO
chr1	239040000	239080000	LI
chr1	239160000	239200000	SB
chr1	239280000	239320000	SX
chr1	239360000	239400000	AO
chr1	239400000	239440000	AD
chr1	239560000	239600000	HC, MES
chr1	2400000	2440000	OV
chr1	24000000	24040000	AO
chr1	240080000	240120000	IMR90
chr1	240120000	240160000	MSC
chr1	240200000	240240000	CO, HC, MES, NPC, TRO
chr1	240240000	240280000	AD, BL, H1, LI, OV
chr1	240280000	240320000	LG
chr1	240320000	240360000	GM12878, PA, PO
chr1	240360000	240400000	SB, SX
chr1	24040000	24080000	SB
chr1	240400000	240440000	LV, RV
chr1	240480000	240520000	AO
chr1	240840000	240880000	CO, H1, HC, LG, NPC
chr1	240880000	240920000	AD, BL, LI, MES, MSC
chr1	240920000	240960000	TRO
chr1	240960000	241000000	IMR90
chr1	24120000	24160000	AD, BL, IMR90, LG, MSC, RV, SX
chr1	241480000	241520000	SX
chr1	241520000	241560000	GM12878, LV, PO, RV
chr1	241560000	241600000	AO, LG
chr1	24160000	24200000	CO, H1, HC, LI, LV, MES, NPC, TRO
chr1	241600000	241640000	LI, OV, PA
chr1	241640000	241680000	BL, MSC
chr1	241680000	241720000	CO, HC, IMR90
chr1	241720000	241760000	AD, MES
chr1	242080000	242120000	H1, NPC
chr1	242120000	242160000	MES, TRO
chr1	242160000	242200000	AD, CO, HC, IMR90, MSC
chr1	242200000	242240000	GM12878, SB
chr1	242240000	242280000	AO
chr1	242280000	242320000	BL
chr1	242320000	242360000	LI, LV, SX
chr1	242400000	242440000	PA, PO
chr1	242440000	242480000	RV
chr1	242600000	242640000	MES
chr1	243080000	243120000	HC
chr1	243120000	243160000	RV
chr1	243160000	243200000	AD, GM12878, LV, PO
chr1	24320000	24360000	PA
chr1	243200000	243240000	BL, LG, LI, OV
chr1	243240000	243280000	H1, SX
chr1	243280000	243320000	AO, CO, IMR90, MSC, NPC, PA
chr1	243320000	243360000	MES
chr1	243360000	243400000	SB
chr1	243400000	243440000	TRO
chr1	24360000	24400000	OV, RV
chr1	244120000	244160000	SB
chr1	24440000	24480000	PO
chr1	244640000	244680000	LG, LV, PA, PO, SX
chr1	244680000	244720000	GM12878, LI, RV, SB
chr1	244720000	244760000	AD, AO, BL, IMR90, TRO
chr1	244760000	244800000	CO, MES, MSC, OV
chr1	244920000	244960000	HC
chr1	244960000	245000000	H1, MSC
chr1	245040000	245080000	NPC
chr1	245160000	245200000	HC, OV
chr1	245200000	245240000	LG, PA, PO, SB
chr1	245240000	245280000	AO, GM12878, SX
chr1	246960000	247000000	TRO
chr1	247000000	247040000	SX
chr1	247040000	247080000	HC, MES, SB
chr1	247080000	247120000	BL, GM12878
chr1	247640000	247680000	CO
chr1	24840000	24880000	LI
chr1	24880000	24920000	AO
chr1	25000000	25040000	H1, MES, NPC, PA, SB
chr1	25080000	25120000	GM12878
chr1	25120000	25160000	IMR90, SX
chr1	25560000	25600000	SB
chr1	2560000	2600000	PO
chr1	25600000	25640000	AO, IMR90, LG, LI, MSC, OV, PO, RV, SX
chr1	25640000	25680000	AD, BL, CO, GM12878, H1, HC, LV, MES, NPC, PA, TRO
chr1	26160000	26200000	PO
chr1	26240000	26280000	CO, HC, LG
chr1	26280000	26320000	RV, SB
chr1	26320000	26360000	GM12878, IMR90
chr1	26360000	26400000	NPC, SX
chr1	26400000	26440000	BL
chr1	26600000	26640000	CO
chr1	26720000	26760000	PA
chr1	26760000	26800000	AO, GM12878, HC, LV, OV, RV, SX
chr1	26800000	26840000	BL, H1, IMR90, LG, LI, MES, MSC, NPC, PO, TRO
chr1	26840000	26880000	AD
chr1	27240000	27280000	BL, LV, SX
chr1	27280000	27320000	AD, AO, CO, GM12878, H1, HC, IMR90, LG, LI, MES, MSC, NPC, PA, PO, RV, TRO
chr1	27320000	27360000	OV, SB
chr1	28080000	28120000	H1
chr1	28120000	28160000	MES, MSC, NPC, SB, TRO
chr1	28160000	28200000	BL, GM12878, IMR90
chr1	28200000	28240000	AD, OV, RV
chr1	28240000	28280000	AO
chr1	28280000	28320000	LV
chr1	28440000	28480000	PO
chr1	28560000	28600000	LG, LV, OV
chr1	28600000	28640000	SX
chr1	28680000	28720000	AD
chr1	28960000	29000000	MES
chr1	29000000	29040000	IMR90, MSC
chr1	29040000	29080000	AD, H1, HC, NPC, TRO
chr1	29080000	29120000	AO, BL, CO, GM12878, LI, LV, RV, SB
chr1	29400000	29440000	CO
chr1	29480000	29520000	H1, MES, NPC
chr1	29520000	29560000	AD, AO, BL, HC, IMR90, LV, MSC, PA, RV, TRO
chr1	29560000	29600000	GM12878, LG, LI, OV, PO, SB, SX
chr1	31160000	31200000	HC, SX
chr1	31200000	31240000	MSC, OV
chr1	31240000	31280000	AD, AO, CO, GM12878, IMR90, LG, LV, PA, PO, TRO
chr1	31280000	31320000	BL, RV
chr1	31400000	31440000	LI, SB
chr1	31480000	31520000	H1, MES, NPC
chr1	32000000	32040000	BL, CO, HC, SX
chr1	32040000	32080000	LG, LV, PO
chr1	32080000	32120000	H1, OV, RV
chr1	32120000	32160000	MSC, NPC
chr1	32520000	32560000	RV
chr1	32560000	32600000	BL, LG, OV
chr1	32600000	32640000	HC, PA, SB
chr1	32640000	32680000	AD, CO, MSC, NPC
chr1	32680000	32720000	LV, MES, PO, TRO
chr1	32760000	32800000	H1
chr1	32880000	32920000	GM12878, IMR90
chr1	3320000	3360000	GM12878
chr1	33280000	33320000	MES
chr1	33360000	33400000	TRO
chr1	33400000	33440000	H1
chr1	33440000	33480000	NPC
chr1	33480000	33520000	CO
chr1	33520000	33560000	LI, MSC
chr1	33560000	33600000	HC, IMR90, PA
chr1	3360000	3400000	LI
chr1	33600000	33640000	AD, AO, BL, LV
chr1	33640000	33680000	LG, RV
chr1	33680000	33720000	SB
chr1	33880000	33920000	TRO
chr1	33920000	33960000	CO, IMR90, LG, PA
chr1	33960000	34000000	GM12878, HC, MSC, NPC, OV
chr1	3400000	3440000	MSC
chr1	34000000	34040000	BL, LV, PO, RV, SX
chr1	3440000	3480000	SB, SX
chr1	3480000	3520000	BL, CO, HC, PO
chr1	3520000	3560000	H1, RV
chr1	35280000	35320000	GM12878, LI, SX
chr1	35320000	35360000	AD, H1, HC, NPC, OV, PO, SB
chr1	35360000	35400000	AO, CO, IMR90, LG, MES, MSC, PA, RV, TRO
chr1	35400000	35440000	BL, LV
chr1	3560000	3600000	MES, PA
chr1	3640000	3680000	IMR90, TRO
chr1	36480000	36520000	NPC
chr1	36520000	36560000	CO
chr1	36560000	36600000	PO
chr1	36640000	36680000	MES
chr1	3680000	3720000	LV
chr1	36800000	36840000	NPC
chr1	36840000	36880000	H1
chr1	36880000	36920000	CO, HC, IMR90, RV, TRO
chr1	36920000	36960000	AD, AO, BL, GM12878, LG, LI, LV, MSC, OV, PA, SB, SX
chr1	36960000	37000000	PO
chr1	3720000	3760000	AO, OV
chr1	3760000	3800000	LG
chr1	37840000	37880000	OV
chr1	37880000	37920000	AO, PA, PO, SB
chr1	37920000	37960000	BL
chr1	37960000	38000000	GM12878, RV
chr1	38040000	38080000	H1
chr1	38160000	38200000	LG, LI, LV
chr1	38200000	38240000	AD, MES, SX, TRO
chr1	38240000	38280000	HC, IMR90, PA
chr1	38280000	38320000	MSC, NPC
chr1	38320000	38360000	CO
chr1	38440000	38480000	SB
chr1	39400000	39440000	AD, BL, IMR90, LG, MSC, PO, SB, TRO
chr1	39440000	39480000	AO, CO, GM12878, HC, LI, LV, OV, RV
chr1	39480000	39520000	H1, MES, NPC, PA, SX
chr1	40120000	40160000	LI
chr1	40160000	40200000	AD, SX
chr1	40200000	40240000	AO, MSC
chr1	40240000	40280000	BL, CO, H1, IMR90, MES, OV, PA, PO
chr1	40360000	40400000	GM12878
chr1	40400000	40440000	HC, IMR90, LG, MSC, PO, TRO
chr1	40440000	40480000	CO, RV
chr1	40480000	40520000	LV, NPC
chr1	40520000	40560000	SB
chr1	41000000	41040000	BL, HC, LG, LV, NPC, RV, TRO
chr1	41040000	41080000	AD, CO, H1, MES, OV, PO, SB
chr1	41080000	41120000	AO, IMR90
chr1	41120000	41160000	PA
chr1	41440000	41480000	MES
chr1	41480000	41520000	AD, H1, PA, RV, TRO
chr1	41520000	41560000	MSC, NPC, PO
chr1	41560000	41600000	GM12878, IMR90, LG, LI, LV, SX
chr1	41600000	41640000	CO, HC, OV
chr1	41640000	41680000	AO
chr1	41680000	41720000	BL
chr1	42520000	42560000	SB, TRO
chr1	42600000	42640000	AO
chr1	42680000	42720000	H1, MES
chr1	43240000	43280000	CO
chr1	43280000	43320000	H1, HC, IMR90, MES, MSC, NPC
chr1	43560000	43600000	CO
chr1	43600000	43640000	LG, MSC, SB
chr1	43640000	43680000	HC, IMR90, OV, PA, SX
chr1	43680000	43720000	AO, BL, GM12878, LI, LV, PO, RV
chr1	43720000	43760000	AD, NPC
chr1	43960000	44000000	PO
chr1	44000000	44040000	NPC
chr1	44040000	44080000	GM12878, SX
chr1	44080000	44120000	IMR90, MES
chr1	44480000	44520000	BL, H1, IMR90, MES, TRO
chr1	44520000	44560000	AD, AO, HC, LI, MSC, NPC, OV, PO, RV, SB
chr1	44560000	44600000	CO, GM12878, LG, LV, PA
chr1	44600000	44640000	SX
chr1	45120000	45160000	GM12878
chr1	45160000	45200000	AO, LI, LV, OV, PA, RV, SX
chr1	45200000	45240000	AD, BL, CO, H1, IMR90, LG, MES, MSC, NPC, PO, SB, TRO
chr1	45240000	45280000	HC
chr1	46000000	46040000	IMR90, MSC, PO
chr1	46040000	46080000	H1
chr1	46080000	46120000	LG, LI, MES, TRO
chr1	46120000	46160000	SB
chr1	46800000	46840000	H1, MES, NPC
chr1	46840000	46880000	BL, CO, IMR90, LG, LI, LV, MSC, OV, PA, SX, TRO
chr1	46880000	46920000	AO, GM12878, HC, PO, RV, SB
chr1	46920000	46960000	AD
chr1	47240000	47280000	SX
chr1	47600000	47640000	LG, LV, RV
chr1	47640000	47680000	SB, TRO
chr1	47720000	47760000	GM12878, LI, NPC
chr1	47760000	47800000	H1, MES
chr1	48200000	48240000	PA
chr1	48240000	48280000	RV
chr1	48280000	48320000	PO
chr1	48320000	48360000	SX
chr1	48360000	48400000	MSC
chr1	48440000	48480000	GM12878, IMR90
chr1	48480000	48520000	TRO
chr1	48520000	48560000	LI
chr1	48560000	48600000	AD
chr1	48640000	48680000	CO, PA
chr1	48680000	48720000	LG, NPC
chr1	48720000	48760000	AO, LV, SB
chr1	48800000	48840000	RV
chr1	48880000	48920000	BL
chr1	49120000	49160000	MSC
chr1	49200000	49240000	IMR90
chr1	49320000	49360000	AD, SB, TRO
chr1	49360000	49400000	OV
chr1	49400000	49440000	SX
chr1	50760000	50800000	GM12878
chr1	50800000	50840000	HC, MSC
chr1	50840000	50880000	CO, H1, IMR90, OV
chr1	50880000	50920000	LG, LI, NPC, PA, PO, SX, TRO
chr1	50920000	50960000	AO, BL, RV
chr1	50960000	51000000	LV, SB
chr1	51080000	51120000	AD
chr1	51120000	51160000	MES
chr1	51160000	51200000	NPC
chr1	51680000	51720000	OV, PO
chr1	51720000	51760000	AD, AO, CO, GM12878, LG, LI, LV, RV, SX
chr1	51760000	51800000	BL, IMR90, MSC, PA, SB, TRO
chr1	51840000	51880000	H1, MES
chr1	52320000	52360000	AD
chr1	52360000	52400000	BL, H1, IMR90, LI, MES, MSC, NPC, SB, SX
chr1	52400000	52440000	AO, GM12878, HC, LV, OV, PA, PO, RV
chr1	52440000	52480000	CO, LG, TRO
chr1	52800000	52840000	TRO
chr1	52920000	52960000	OV
chr1	53680000	53720000	PO
chr1	53720000	53760000	H1, SX
chr1	53760000	53800000	AD, HC, LI, LV, MES, MSC, OV, PA, RV, TRO
chr1	53800000	53840000	AO, BL, CO, IMR90, LG, NPC
chr1	53840000	53880000	GM12878
chr1	54040000	54080000	SB
chr1	54200000	54240000	AD, AO, BL, GM12878, HC, LG, LI, MSC, SB, TRO
chr1	54240000	54280000	H1, MES, NPC
chr1	54320000	54360000	IMR90
chr1	55400000	55440000	BL, H1, HC, MES, OV, TRO
chr1	55440000	55480000	AD, AO, CO, GM12878, IMR90, LG, LV, MSC, NPC, PA, PO, RV
chr1	55480000	55520000	LI, SX
chr1	55520000	55560000	SB
chr1	57200000	57240000	AO, NPC, OV, SB
chr1	57240000	57280000	BL, CO, HC, IMR90, LG, LI, LV, MES, PA, PO, RV, SX, TRO
chr1	57280000	57320000	AD, GM12878, H1, MSC
chr1	57880000	57920000	LI
chr1	58840000	58880000	GM12878
chr1	58920000	58960000	HC, PA, SX
chr1	58960000	59000000	CO, LG, SB
chr1	59000000	59040000	AD, AO, LV, OV, PO, RV
chr1	59040000	59080000	BL, IMR90, LI, MSC, TRO
chr1	59080000	59120000	H1, MES, NPC
chr1	60280000	60320000	OV
chr1	60360000	60400000	AO, BL, CO, H1, HC, IMR90, LG, LI, LV, MES, MSC, NPC, PA, PO, RV, SX
chr1	6040000	6080000	SB
chr1	60400000	60440000	AD, GM12878, SB, TRO
chr1	6080000	6120000	GM12878, LG, PO, SX
chr1	6120000	6160000	LV, NPC, RV
chr1	61200000	61240000	LI, PO
chr1	61240000	61280000	AD, SX
chr1	61280000	61320000	BL, GM12878
chr1	61360000	61400000	OV
chr1	6160000	6200000	BL, HC, LI, TRO
chr1	6200000	6240000	AO, CO, PA
chr1	62560000	62600000	GM12878, MSC, PO
chr1	62600000	62640000	IMR90, LI, OV, PA, SX
chr1	62640000	62680000	BL, CO, MES, RV
chr1	62680000	62720000	AO, H1, LG
chr1	62720000	62760000	SB
chr1	6280000	6320000	MES
chr1	62840000	62880000	CO, HC, LG
chr1	62880000	62920000	AD, LV, PO
chr1	62920000	62960000	OV, PA, TRO
chr1	62960000	63000000	NPC
chr1	6320000	6360000	AD, H1, MSC
chr1	63200000	63240000	LV, PO
chr1	63280000	63320000	IMR90, LG, LI, MSC, SX, TRO
chr1	63320000	63360000	GM12878
chr1	63880000	63920000	LG
chr1	63920000	63960000	IMR90, MSC, PO, TRO
chr1	63960000	64000000	AD, AO, BL, LI, LV, NPC, OV, PA, RV, SB, SX
chr1	64000000	64040000	CO, GM12878, HC, MES
chr1	64040000	64080000	H1
chr1	6440000	6480000	IMR90
chr1	64720000	64760000	LV, OV, PO, SX
chr1	64760000	64800000	AD, AO, BL, GM12878, H1, HC, IMR90, LG, LI, MES, MSC, NPC, PA, RV, TRO
chr1	64800000	64840000	CO
chr1	65120000	65160000	GM12878
chr1	6520000	6560000	NPC, OV
chr1	65320000	65360000	CO, LI
chr1	65360000	65400000	HC
chr1	65440000	65480000	MES
chr1	65480000	65520000	AO, IMR90, NPC, TRO
chr1	65520000	65560000	H1, MSC
chr1	65560000	65600000	BL
chr1	65600000	65640000	AD, LG, SB
chr1	65640000	65680000	LV, OV, PA, PO, RV
chr1	6600000	6640000	SB
chr1	66160000	66200000	H1
chr1	66200000	66240000	BL, NPC, OV
chr1	66240000	66280000	AO, IMR90, LI, LV, PA, RV, TRO
chr1	66280000	66320000	LG, PO, SX
chr1	66320000	66360000	MSC
chr1	6680000	6720000	SX
chr1	67080000	67120000	SX
chr1	67200000	67240000	IMR90, LG, LI, SB
chr1	67240000	67280000	GM12878, MSC, NPC, PA, PO, TRO
chr1	67280000	67320000	H1, RV
chr1	67320000	67360000	AO, LV, MES, OV
chr1	67360000	67400000	BL
chr1	67600000	67640000	CO
chr1	67640000	67680000	AD
chr1	67680000	67720000	TRO
chr1	67720000	67760000	MES
chr1	67760000	67800000	HC, LV, RV
chr1	67800000	67840000	MSC, OV
chr1	67840000	67880000	AO
chr1	67880000	67920000	LG
chr1	67920000	67960000	BL
chr1	68320000	68360000	H1, TRO
chr1	68360000	68400000	LI, SX
chr1	68400000	68440000	PA
chr1	68440000	68480000	AO, GM12878, PO
chr1	68480000	68520000	BL
chr1	68840000	68880000	AD, CO, GM12878, H1, LI, OV
chr1	68880000	68920000	AO, BL, HC, LV, NPC, PO, RV, SB, TRO
chr1	68920000	68960000	LG, MES, MSC, PA
chr1	68960000	69000000	IMR90, SX
chr1	70360000	70400000	GM12878
chr1	70400000	70440000	IMR90
chr1	70440000	70480000	SB
chr1	70480000	70520000	LI, SX, TRO
chr1	70520000	70560000	LG, LV, MES, PA, RV
chr1	70560000	70600000	AD, PO
chr1	70600000	70640000	AO, H1, NPC
chr1	70640000	70680000	OV
chr1	70760000	70800000	BL
chr1	70880000	70920000	HC
chr1	70920000	70960000	CO
chr1	70960000	71000000	RV, TRO
chr1	71000000	71040000	MES, NPC
chr1	71040000	71080000	H1, MSC, PO, SX
chr1	71080000	71120000	GM12878, LI, SB
chr1	71120000	71160000	IMR90
chr1	71480000	71520000	MSC
chr1	71520000	71560000	BL, CO, H1, HC, IMR90, NPC
chr1	71560000	71600000	AO, LI, MES, OV
chr1	71600000	71640000	AD, GM12878, LG, LV, PA, PO, RV, TRO
chr1	71640000	71680000	SB
chr1	71680000	71720000	SX
chr1	72400000	72440000	SB
chr1	72520000	72560000	MSC
chr1	72560000	72600000	GM12878, LI, SB
chr1	72680000	72720000	LG, MES
chr1	72720000	72760000	TRO
chr1	72840000	72880000	CO, LV
chr1	73000000	73040000	AD, MES, MSC, NPC, TRO
chr1	73040000	73080000	BL, GM12878, H1, SX
chr1	73120000	73160000	LG, PA
chr1	73160000	73200000	AO, HC, LI
chr1	73200000	73240000	IMR90
chr1	73240000	73280000	PO
chr1	73640000	73680000	CO
chr1	73680000	73720000	NPC, PO
chr1	73720000	73760000	AO, GM12878, IMR90, TRO
chr1	73760000	73800000	SX
chr1	73800000	73840000	LV, OV, RV
chr1	73840000	73880000	H1, MES
chr1	74160000	74200000	GM12878
chr1	74200000	74240000	MES
chr1	74240000	74280000	LI
chr1	74280000	74320000	BL, H1
chr1	74320000	74360000	AD
chr1	74360000	74400000	MSC, TRO
chr1	74400000	74440000	LG
chr1	74440000	74480000	IMR90
chr1	74760000	74800000	SB
chr1	75200000	75240000	TRO
chr1	75240000	75280000	AD, CO, GM12878, H1, IMR90, LI, MES, MSC, NPC
chr1	75280000	75320000	HC, PA, RV
chr1	75320000	75360000	BL, LG, LV, PO
chr1	75360000	75400000	OV, SB
chr1	75600000	75640000	SX
chr1	75640000	75680000	AO, LG, PA, PO, RV
chr1	75680000	75720000	HC, MES, NPC, TRO
chr1	75720000	75760000	CO, GM12878
chr1	75760000	75800000	AD, H1, LI, MSC
chr1	76040000	76080000	IMR90, OV
chr1	76080000	76120000	LG, SX
chr1	76160000	76200000	BL, MSC
chr1	76200000	76240000	CO, PO
chr1	76240000	76280000	HC, LV, RV, TRO
chr1	76280000	76320000	H1, MES, NPC, PA
chr1	76320000	76360000	LI
chr1	76360000	76400000	AD, AO, GM12878, SB
chr1	7760000	7800000	SX
chr1	77600000	77640000	IMR90, MSC
chr1	77640000	77680000	CO, GM12878
